"wykaz","pozycja na liście","Tytuł","ISSN","Liczba punktów"
"A","1845","CARDIOLOGY CLINICS","0733-8651","20"
"A","1846","Cardiology in Review","1061-5377","30"
"A","1847","CARDIOLOGY IN THE YOUNG","1047-9511","20"
"A","1848","CardioRenal Medicine","1664-3828","20"
"A","1849","CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY","0174-1551","25"
"A","1850","Cardiovascular Diabetology","1475-2840","35"
"A","1851","CARDIOVASCULAR DRUGS AND THERAPY","0920-3206","30"
"A","1852","Cardiovascular Engineering","1567-8822","20"
"A","1853","Cardiovascular Journal of Africa","1995-1892","15"
"A","1854","CARDIOVASCULAR PATHOLOGY","1054-8807","25"
"A","1855","CARDIOVASCULAR RESEARCH","0008-6363","40"
"A","1856","Cardiovascular Therapeutics","1755-5914","30"
"A","1857","Cardiovascular Toxicology","1530-7905","25"
"A","1858","Cardiovascular Ultrasound","1476-7120","20"
"A","1859","CAREER DEV Q","0889-4019","20"
"A","1860","Career Development International","1362-0436","20"
"A","1861","CARIBBEAN JOURNAL OF SCIENCE","0008-6452","15"
"A","1862","CARIES RESEARCH","0008-6568","35"
"A","1863","CARNETS DE GEOLOGIE","1634-0744","20"
"A","1864","Carpathian Journal of Earth and Environmental Sciences","1842-4090","20"
"A","1865","Carpathian Journal of Mathematics","1584-2851","30"
"A","1866","CARTOGRAPHIC JOURNAL","0008-7041","15"
"A","1867","Cartography and Geographic Information Science","1523-0406","15"
"A","1868","CARYOLOGIA","0008-7114","20"
"A","1869","CASTANEA","0008-7475","15"
"A","1870","CATALYSIS COMMUNICATIONS","1566-7367","30"
"A","1871","CATALYSIS LETTERS","1011-372X","25"
"A","1872","CATALYSIS REVIEWS-SCIENCE AND ENGINEERING","0161-4940","45"
"A","1873","Catalysis Science & Technology","2044-4753","30"
"A","1874","CATALYSIS SURVEYS FROM ASIA","1571-1013","25"
"A","1875","CATALYSIS TODAY","0920-5861","35"
"A","1876","CATENA","0341-8162","35"
"A","1877","CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS","1522-1946","25"
"A","1878","CATHOLIC UNIVERSITY LAW REVIEW","0008-8390","15"
"A","1879","CBE-Life Sciences Education","1931-7913","25"
"A","1880","CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY","0923-2958","30"
"A","1881","CELL","0092-8674","50"
"A","1882","CELL  TRANSPLANTATION","0963-6897","35"
"A","1883","Cell Adhesion & Migration","1933-6918","20"
"A","1884","Cell and Bioscience","2045-3701","25"
"A","1885","CELL AND TISSUE BANKING","1389-9333","20"
"A","1886","CELL AND TISSUE RESEARCH","0302-766X","25"
"A","1887","CELL BIOCHEMISTRY AND BIOPHYSICS","1085-9195","25"
"A","1888","CELL BIOCHEMISTRY AND FUNCTION","0263-6484","15"
"A","1889","CELL BIOLOGY AND TOXICOLOGY","0742-2091","20"
"A","1890","CELL BIOLOGY INTERNATIONAL","1065-6995","15"
"A","1891","CELL CALCIUM","0143-4160","25"
"A","1892","CELL COMMUNICATION AND ADHESION","1541-9061","20"
"A","1893","Cell Communication and Signaling","1478-811X","35"
"A","1894","CELL CYCLE","1538-4101","30"
"A","1895","Cell Death & Disease","2041-4889","35"
"A","1896","CELL DEATH AND DIFFERENTIATION","1350-9047","40"
"A","1897","Cell Division","1747-1028","25"
"A","1898","Cell Host & Microbe","1931-3128","50"
"A","1899","Cell Journal","2228-5806","15"
"A","1900","Cell Metabolism","1550-4131","50"
"A","1901","CELL PROLIFERATION","0960-7722","20"
"A","1902","CELL RESEARCH","1001-0602","40"
"A","1903","Cell Stem Cell","1934-5909","50"
"A","1904","CELL STRESS & CHAPERONES","1355-8145","20"
"A","1905","CELL STRUCTURE AND FUNCTION","0386-7196","20"
"A","1906","CELLS TISSUES ORGANS","1422-6405","25"
"A","1907","CELLULAR & MOLECULAR BIOLOGY LETTERS","1425-8153","15"
"A","1908","Cellular & Molecular Immunology","1672-7681","25"
"A","1909","Cellular and Molecular Bioengineering","1865-5025","15"
"A","1910","CELLULAR AND MOLECULAR BIOLOGY","0145-5680","15"
"A","1911","CELLULAR AND MOLECULAR LIFE SCIENCES","1420-682X","40"
"A","1912","CELLULAR AND MOLECULAR NEUROBIOLOGY","0272-4340","20"
"A","1913","CELLULAR IMMUNOLOGY","0008-8749","20"
"A","1914","CELLULAR MICROBIOLOGY","1462-5814","40"
"A","1915","CELLULAR ONCOLOGY","2211-3428","25"
"A","1916","CELLULAR PHYSIOLOGY AND BIOCHEMISTRY","1015-8987","30"
"A","1917","CELLULAR POLYMERS","0262-4893","15"
"A","1918","Cellular Reprogramming","2152-4971","25"
"A","1919","CELLULAR SIGNALLING","0898-6568","30"
"A","1920","CELLULOSE","0969-0239","45"
"A","1921","CELLULOSE CHEMISTRY AND TECHNOLOGY","0576-9787","20"
"A","1922","CEMENT & CONCRETE COMPOSITES","0958-9465","45"
"A","1923","CEMENT AND CONCRETE RESEARCH","0008-8846","45"
"A","1924","Cement Wapno Beton","1425-8129","20"
"A","1925","Centaurus. International Magazine of the History of Mathematics, Science and Technology","0008-8994","25"
"A","1926","Central  European  Journal  of  Energetic  Materials","1733-7178","25"
"A","1927","Central  European  Journal  of  Immunology","1426-3912","15"
"A","1928","Central  European  Journal  of  Operations  Research","1435-246X","15"
"A","1929","Central European History","0008-9389","30"
"A","1930","Central European Journal of Biology","1895-104X","20"
"A","1931","CENTRAL EUROPEAN JOURNAL OF CHEMISTRY","1895-1066","25"
"A","1932","Central European Journal of Geosciences","2081-9900","15"
"A","1933","Central European Journal of Mathematics","1895-1074","15"
"A","1934","Central European Journal of Medicine","1895-1058","15"
"A","1935","CENTRAL EUROPEAN JOURNAL OF PHYSICS","1895-1082","20"
"A","1936","Central European Neurosurgery","1868-4904","15"
"A","1937","CENTRO JOURNAL","1538-6279","15"
"A","1938","Cepal Review","0251-2920","15"
"A","1939","CEPHALALGIA","0333-1024","30"
"A","1940","CERAMICS INTERNATIONAL","0272-8842","40"
"A","1941","CERAMICS-SILIKATY","0862-5468","25"
"A","1942","CEREAL CHEMISTRY","0009-0352","25"
"A","1943","CEREAL FOODS WORLD","0146-6283","20"
"A","1944","CEREAL RESEARCH COMMUNICATIONS","0133-3720","15"
"A","1945","CEREBELLUM","1473-4222","25"
"A","1946","CEREBRAL CORTEX","1047-3211","40"
"A","1947","CEREBROVASCULAR DISEASES","1015-9770","35"
"A","1948","Cerne","0104-7760","15"
"A","1949","CES LID-ETHNOL CAS","0009-0794","15"
"A","1950","CESifo Economic Studies","1610-241X","20"
"A","1951","CESK PSYCHOL","0009-062X","15"
"A","1952","CESKA A SLOVENSKA NEUROLOGIE A NEUROCHIRURGIE","1210-7859","15"
"A","1953","CFI-CERAMIC FORUM INTERNATIONAL","0173-9913","15"
"A","1954","Chalcogenide Letters","1584-8663","20"
"A","1955","Channels","1933-6950","20"
"A","1956","CHAOS","1054-1500","45"
"A","1957","CHAOS SOLITONS & FRACTALS","0960-0779","30"
"A","1958","CHELONIAN CONSERVATION AND BIOLOGY","1071-8443","20"
"A","1959","CHEM SENSES","0379-864X","30"
"A","1960","CHEMBIOCHEM","1439-4227","35"
"A","1961","ChemCatChem","1867-3880","35"
"A","1962","CHEMICAL & ENGINEERING NEWS","0009-2347","15"
"A","1963","CHEMICAL & PHARMACEUTICAL BULLETIN","0009-2363","20"
"A","1964","CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY","0352-9568","20"
"A","1965","Chemical and Process Engineering-Inzynieria Chemiczna I Procesowa","0208-6425","15"
"A","1966","Chemical Biology & Drug Design","1747-0277","25"
"A","1967","CHEMICAL COMMUNICATIONS","1359-7345","40"
"A","1968","CHEMICAL ENGINEERING","0009-2460","15"
"A","1969","CHEMICAL ENGINEERING & TECHNOLOGY","0930-7516","30"
"A","1970","CHEMICAL ENGINEERING AND PROCESSING","0255-2701","30"
"A","1971","CHEMICAL ENGINEERING COMMUNICATIONS","0098-6445","20"
"A","1972","CHEMICAL ENGINEERING JOURNAL","1385-8947","45"
"A","1973","CHEMICAL ENGINEERING PROGRESS","0360-7275","20"
"A","1974","CHEMICAL ENGINEERING RESEARCH & DESIGN","0263-8762","30"
"A","1975","CHEMICAL ENGINEERING SCIENCE","0009-2509","35"
"A","1976","CHEMICAL GEOLOGY","0009-2541","40"
"A","1977","Chemical Industry & Chemical Engineering Quarterly","1451-9372","20"
"A","1978","CHEMICAL JOURNAL OF CHINESE UNIVERSITIES-CHINESE","0251-0790","15"
"A","1979","CHEMICAL PAPERS","0366-6352","20"
"A","1980","CHEMICAL PHYSICS","0301-0104","25"
"A","1981","CHEMICAL PHYSICS LETTERS","0009-2614","30"
"A","1982","CHEMICAL RECORD","1527-8999","35"
"A","1983","CHEMICAL RESEARCH IN CHINESE UNIVERSITIES","1005-9040","15"
"A","1984","CHEMICAL RESEARCH IN TOXICOLOGY","0893-228X","40"
"A","1985","CHEMICAL REVIEWS","0009-2665","50"
"A","1986","Chemical Science","2041-6520","40"
"A","1987","CHEMICAL SOCIETY REVIEWS","0306-0012","50"
"A","1988","CHEMICAL SPECIATION AND BIOAVAILABILITY","0954-2299","15"
"A","1989","CHEMICAL VAPOR DEPOSITION","0948-1907","25"
"A","1990","CHEMICKE LISTY","0009-2770","15"
"A","1991","CHEMICO-BIOLOGICAL INTERACTIONS","0009-2797","30"
"A","1992","CHEMIE DER ERDE-GEOCHEMISTRY","0009-2819","25"
"A","1993","CHEMIE IN UNSERER ZEIT","0009-2851","15"
"A","1994","CHEMIE INGENIEUR TECHNIK","0009-286X","15"
"A","1995","Chemija","0235-7216","15"
"A","1996","CHEMISTRY & BIODIVERSITY","1612-1872","25"
"A","1997","CHEMISTRY & BIOLOGY","1074-5521","40"
"A","1998","CHEMISTRY & INDUSTRY","0009-3068","15"
"A","1999","CHEMISTRY AND ECOLOGY","0275-7540","15"
"A","2000","CHEMISTRY AND PHYSICS OF LIPIDS","0009-3084","20"
"A","2001","CHEMISTRY AND TECHNOLOGY OF FUELS AND OILS","0009-3092","15"
"A","2002","Chemistry Central Journal","1752-153X","25"
"A","2003","Chemistry Education Research and Practice","1109-4028","30"
"A","2004","CHEMISTRY LETTERS","0366-7022","25"
"A","2005","Chemistry of Heterocyclic Compounds","0009-3122","15"
"A","2006","CHEMISTRY OF MATERIALS","0897-4756","45"
"A","2007","CHEMISTRY OF NATURAL COMPOUNDS","0009-3130","15"
"A","2008","CHEMISTRY-A EUROPEAN JOURNAL","0947-6539","40"
"A","2009","Chemistry-An Asian Journal","1861-4728","35"
"A","2010","ChemMedChem","1860-7179","30"
"A","2011","CHEMOECOLOGY","0937-7409","25"
"A","2012","CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS","0169-7439","35"
"A","2013","Chemosensory Perception","1936-5802","20"
"A","2014","CHEMOSPHERE","0045-6535","35"
"A","2015","CHEMOTHERAPY","0009-3157","20"
"A","2016","CHEMPHYSCHEM","1439-4235","35"
"A","2017","ChemSusChem","1864-5631","40"
"A","2018","CHEST","0012-3692","45"
"A","2019","Chiang Mai Journal of Science","0125-2526","25"
"A","2020","CHILD & FAMILY BEHAVIOR THERAPY","0731-7107","20"
"A","2021","Child & Family Social Work","1356-7500","25"
"A","2022","CHILD & YOUTH CARE FORUM","1053-1890","15"
"A","2023","CHILD ABUSE NEGLECT","0145-2134","40"
"A","2024","Child Abuse Review","0952-9136","20"
"A","2025","Child and Adolescent Mental Health","1475-357X","15"
"A","2026","CHILD AND ADOLESCENT PSYCHIATRIC CLINICS OF NORTH AMERICA","1056-4993","30"
"A","2027","CHILD CARE HLTH DEV","0305-1862","25"
"A","2028","CHILD DEV","0009-3920","50"
"A","2029","Child Development Perspectives","1750-8592","25"
"A","2030","Child Indicators Research","1874-897X","35"
"A","2031","CHILD LANG TEACH THE","0265-6590","25"
"A","2032","CHILD MALTREATMENT","1077-5595","45"
"A","2033","CHILD NEUROPSYCHOL","0929-7049","25"
"A","2034","CHILD PSYCHIAT HUM D","0009-398X","25"
"A","2035","CHILDHOOD","0907-5682","35"
"A","2036","Children & Society","0951-0605","20"
"A","2037","CHILDREN AND YOUTH SERVICES REVIEW","0190-7409","25"
"A","2038","Childrens Geographies","1473-3285","20"
"A","2039","CHILDRENS HEALTH CARE","0273-9615","15"
"A","2040","CHILDS NERVOUS SYSTEM","0256-7040","25"
"A","2041","Chilean Journal of Agricultural Research","0718-5839","20"
"A","2042","CHIMIA","0009-4293","25"
"A","2043","CHIMICA OGGI-CHEMISTRY TODAY","0392-839X","15"
"A","2044","China  Agricultural  Economic  Review","1756-137X","20"
"A","2045","China & World Economy","1671-2234","20"
"A","2046","China Communications","1673-5447","15"
"A","2047","CHINA ECONOMIC REVIEW","1043-951X","35"
"A","2048","China Foundry","1672-6421","20"
"A","2049","CHINA JOURNAL","1324-9347","45"
"A","2050","CHINA OCEAN ENGINEERING","0890-5487","15"
"A","2051","China Petroleum Processing & Petrochemical Technology","1008-6234","15"
"A","2052","CHINA QUARTERLY","0305-7410","45"
"A","2053","China Review-An Interdisciplinary Journal on Greater China","1680-2012","25"
"A","2054","China-An International Journal","0219-7472","20"
"A","2055","Chinese  Management  Studies","1750-614X","15"
"A","2056","CHINESE ANNALS OF MATHEMATICS SERIES B","0252-9599","20"
"A","2057","CHINESE CHEMICAL LETTERS","1001-8417","20"
"A","2058","Chinese Geographical Science","1002-0063","15"
"A","2059","Chinese Journal of Aeronautics","1000-9361","20"
"A","2060","CHINESE JOURNAL OF ANALYTICAL CHEMISTRY","0253-3820","15"
"A","2061","Chinese Journal of Cancer Research","1000-9604","15"
"A","2062","CHINESE JOURNAL OF CATALYSIS","0253-9837","20"
"A","2063","CHINESE JOURNAL OF CHEMICAL ENGINEERING","1004-9541","25"
"A","2064","CHINESE JOURNAL OF CHEMICAL PHYSICS","1674-0068","15"
"A","2065","CHINESE JOURNAL OF CHEMISTRY","1001-604X","20"
"A","2066","Chinese Journal of Communication","1754-4750","15"
"A","2067","CHINESE JOURNAL OF ELECTRONICS","1022-4653","15"
"A","2068","CHINESE JOURNAL OF GEOPHYSICS-CHINESE EDITION","0001-5733","20"
"A","2069","CHINESE JOURNAL OF INORGANIC CHEMISTRY","1001-4861","15"
"A","2070","Chinese Journal of Integrative Medicine","1672-0415","20"
"A","2071","Chinese Journal of International Law","1540-1650","20"
"A","2072","Chinese Journal of International Politics","1750-8916","25"
"A","2073","Chinese Journal of Mechanical Engineering","1000-9345","15"
"A","2074","CHINESE JOURNAL OF OCEANOLOGY AND LIMNOLOGY","0254-4059","15"
"A","2075","CHINESE JOURNAL OF ORGANIC CHEMISTRY","0253-2786","15"
"A","2076","CHINESE JOURNAL OF PHYSICS","0577-9073","15"
"A","2077","CHINESE JOURNAL OF PHYSIOLOGY","0304-4920","15"
"A","2078","CHINESE JOURNAL OF POLYMER SCIENCE","0256-7679","20"
"A","2079","CHINESE JOURNAL OF STRUCTURAL CHEMISTRY","0254-5861","15"
"A","2080","CHINESE MEDICAL JOURNAL","0366-6999","25"
"A","2081","Chinese Optics Letters","1671-7694","20"
"A","2082","Chinese Physics B","1674-1056","25"
"A","2083","Chinese Physics C","1674-1137","15"
"A","2084","CHINESE PHYSICS LETTERS","0256-307X","20"
"A","2085","CHINESE SCIENCE BULLETIN","1001-6538","30"
"A","2086","Chinese Sociological Review","2162-0555","25"
"A","2087","CHINESE SOCIOLOGY AND ANTHROPOLOGY","0009-4625","15"
"A","2088","CHIRALITY","0899-0042","25"
"A","2089","CHIRURG","0009-4722","15"
"A","2090","Chirurgia","1221-9118","15"
"A","2091","Chirurgie de la Main","1297-3203","15"
"A","2092","CHROMATOGRAPHIA","0009-5893","20"
"A","2093","CHROMOSOMA","0009-5915","30"
"A","2094","CHROMOSOME RESEARCH","0967-3849","25"
"A","2095","Chronic Diseases and Injuries in Canada","1925-6523","15"
"A","2096","Chronic Diseases in Canada","0228-8699","25"
"A","2097","CHRONOBIOL INT","0742-0528","35"
"A","2098","Chungara-Revista de Antropologia Chilena","0717-7356","20"
"A","2099","Ciencia & Saude Coletiva","1413-8123","15"
"A","2100","CIENCIA E AGROTECNOLOGIA","1413-7054","20"
"A","2101","Ciencia e Investigacion Agraria","0718-1620","20"
"A","2102","Ciencia e Tecnica Vitivinicola","0254-0223","15"
"A","2103","Ciencia e Tecnologia de Alimentos","0101-2061","15"
"A","2104","CIENCIA FLORESTAL","0103-9954","15"
"A","2105","CIENCIA RURAL","0103-8478","15"
"A","2106","CIENCIAS MARINAS","0185-3880","15"
"A","2107","CIN-COMPUTERS INFORMATICS NURSING","1538-2931","20"
"A","2108","CIRCUIT WORLD","0305-6120","20"
"A","2109","CIRCUITS SYSTEMS AND SIGNAL PROCESSING","0278-081X","25"
"A","2110","CIRCULATION","0009-7322","50"
"A","2111","CIRCULATION JOURNAL","1346-9843","30"
"A","2112","CIRCULATION RESEARCH","0009-7330","50"
"A","2113","Circulation-Arrhythmia and Electrophysiology","1941-3149","40"
"A","2114","Circulation-Cardiovascular Genetics","1942-325X","40"
"A","2115","Circulation-Cardiovascular Imaging","1941-9651","45"
"A","2116","Circulation-Cardiovascular Interventions","1941-7640","40"
"A","2117","Circulation-Cardiovascular Quality and Outcomes","1941-7705","40"
"A","2118","Circulation-Heart Failure","1941-3289","45"
"A","2119","Círculo de lingüística aplicada a la comunicación","1576-4737","15"
"A","2120","CIRP ANNALS-MANUFACTURING TECHNOLOGY","0007-8506","45"
"A","2121","CIRUGIA ESPANOLA","0009-739X","20"
"A","2122","Cirugia y Cirujanos","0009-7411","15"
"A","2123","CITIES","0264-2751","30"
"A","2124","Citizenship Studies","1362-1025","25"
"A","2125","City & Community","1535-6841","25"
"A","2126","CIVIL ENGINEERING","0885-7024","15"
"A","2127","CIVIL ENGINEERING AND ENVIRONMENTAL SYSTEMS","1028-6608","20"
"A","2128","Civil Szemle","1786-3341","15"
"A","2129","CLADISTICS","0748-3007","40"
"A","2130","CLASSICAL AND QUANTUM GRAVITY","0264-9381","30"
"A","2131","CLAY MINERALS","0009-8558","20"
"A","2132","CLAYS AND CLAY MINERALS","0009-8604","25"
"A","2133","Clean Technologies and Environmental Policy","1618-954X","25"
"A","2134","CLEAN-Soil Air Water","1863-0650","30"
"A","2135","CLEFT PALATE-CRANIOFACIAL JOURNAL","1545-1569","25"
"A","2136","CLEVELAND CLINIC JOURNAL OF MEDICINE","0891-1150","40"
"A","2137","CLIMACTERIC","1369-7137","30"
"A","2138","Climate and Development","1756-5529","20"
"A","2139","CLIMATE DYNAMICS","0930-7575","45"
"A","2140","Climate of the Past","1814-9324","40"
"A","2141","CLIMATE POLICY","1469-3062","30"
"A","2142","CLIMATE RESEARCH","0936-577X","35"
"A","2143","CLIMATIC CHANGE","0165-0009","40"
"A","2144","CLIN CHILD FAM PSYCH","1096-4037","40"
"A","2145","CLIN LINGUIST PHONET","0269-9206","20"
"A","2146","CLIN NEUROPHYSIOL","1388-2457","35"
"A","2147","CLIN PSYCHOL PSYCHOT","1063-3995","30"
"A","2148","CLIN PSYCHOL REV","0272-7358","50"
"A","2149","CLIN PSYCHOL-SCI PR","0969-5893","40"
"A","2150","CLINICA CHIMICA ACTA","0009-8981","35"
"A","2151","CLINICA TERAPEUTICA","0009-9074","15"
"A","2152","Clinica Veterinaria de Pequenos Animales","1130-7064","15"
"A","2153","Clinical & Developmental Immunology","1740-2522","25"
"A","2154","CLINICAL & EXPERIMENTAL METASTASIS","0262-0898","35"
"A","2155","Clinical & Translational Oncology","1699-048X","15"
"A","2156","CLINICAL ANATOMY","0897-3806","20"
"A","2157","CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS","1076-0296","15"
"A","2158","CLINICAL AND EXPERIMENTAL ALLERGY","0954-7894","40"
"A","2159","CLINICAL AND EXPERIMENTAL DERMATOLOGY","0307-6938","20"
"A","2160","CLINICAL AND EXPERIMENTAL HYPERTENSION","1064-1963","20"
"A","2161","CLINICAL AND EXPERIMENTAL IMMUNOLOGY","0009-9104","30"
"A","2162","CLINICAL AND EXPERIMENTAL MEDICINE","1591-8890","20"
"A","2163","Clinical and Experimental Nephrology","1342-1751","20"
"A","2164","Clinical and Experimental Obstetrics & Gynecology","0390-6663","15"
"A","2165","CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY","1442-6404","30"
"A","2166","Clinical and Experimental Optometry","0816-4622","20"
"A","2167","Clinical and Experimental Otorhinolaryngology","1976-8710","20"
"A","2168","CLINICAL AND EXPERIMENTAL PHARMACOLOGY AND PHYSIOLOGY","0305-1870","20"
"A","2169","CLINICAL AND EXPERIMENTAL RHEUMATOLOGY","0392-856X","25"
"A","2170","Clinical and Investigative Medicine","0147-958X","20"
"A","2171","Clinical and Vaccine Immunology","1556-6811","25"
"A","2172","CLINICAL AUTONOMIC RESEARCH","0959-9851","20"
"A","2173","CLINICAL BIOCHEMISTRY","0009-9120","30"
"A","2174","CLINICAL BIOMECHANICS","0268-0033","30"
"A","2175","Clinical Breast Cancer","1526-8209","20"
"A","2176","CLINICAL CANCER RESEARCH","1078-0432","45"
"A","2177","CLINICAL CARDIOLOGY","0160-9289","25"
"A","2178","CLINICAL CHEMISTRY","0009-9147","50"
"A","2179","CLINICAL CHEMISTRY AND LABORATORY MEDICINE","1434-6621","35"
"A","2180","Clinical Colorectal Cancer","1533-0028","20"
"A","2181","CLINICAL DRUG INVESTIGATION","1173-2563","20"
"A","2182","CLINICAL DYSMORPHOLOGY","0962-8827","15"
"A","2183","CLINICAL EEG AND NEUROSCIENCE","1550-0594","20"
"A","2184","CLINICAL ENDOCRINOLOGY","0300-0664","30"
"A","2185","Clinical Gastroenterology and Hepatology","1542-3565","40"
"A","2186","CLINICAL GENETICS","0009-9163","30"
"A","2187","Clinical Genitourinary Cancer","1558-7673","25"
"A","2188","Clinical Gerontologist","0731-7115","15"
"A","2189","CLINICAL IMAGING","0899-7071","15"
"A","2190","CLINICAL IMMUNOLOGY","1521-6616","30"
"A","2191","Clinical Implant Dentistry and Related Research","1523-0899","45"
"A","2192","CLINICAL INFECTIOUS DISEASES","1058-4838","45"
"A","2193","Clinical Interventions in Aging","1176-9092","25"
"A","2194","Clinical Journal of Oncology Nursing","1092-1095","20"
"A","2195","CLINICAL JOURNAL OF PAIN","0749-8047","35"
"A","2196","CLINICAL JOURNAL OF SPORT MEDICINE","1050-642X","25"
"A","2197","Clinical Journal of the American Society of Nephrology","1555-9041","45"
"A","2198","Clinical Laboratory","1433-6510","20"
"A","2199","Clinical Lipidology","1758-4299","15"
"A","2200","Clinical Lung Cancer","1525-7304","20"
"A","2201","Clinical Lymphoma Myeloma & Leukemia","2152-2650","20"
"A","2202","CLINICAL MEDICINE","1470-2118","25"
"A","2203","CLINICAL MICROBIOLOGY AND INFECTION","1198-743X","40"
"A","2204","CLINICAL MICROBIOLOGY REVIEWS","0893-8512","50"
"A","2205","CLINICAL NEPHROLOGY","0301-0430","20"
"A","2206","CLINICAL NEUROLOGY AND NEUROSURGERY","0303-8467","25"
"A","2207","CLINICAL NEUROPATHOLOGY","0722-5091","20"
"A","2208","CLINICAL NEUROPHARMACOLOGY","0362-5664","25"
"A","2209","CLINICAL NEUROPSYCHOLOGIST","1385-4046","25"
